objectid,joinid,permyear,county,jurisdictn,apn,address,zip,projname,hcategory,vlowdr,vlowndr,vlowtot,lowdr,lowndr,lowtot,moddr,modndr,modtot,amodtot,totalunit,tenure,mapped,mapnotes,pda,pdacycle,pdajoinid,tpa,tpacycle,hsngsite,rhnacycle,notes,ObjectId2
,aac6adc2-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-004,122 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3278
,aac6aee4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-028,111 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3279
,aac6b006-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-029,107 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3280
,aac6b11e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-030,103 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3281
,aac6b236-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-031,99 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3282
,aac6b43e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-032,95 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3283
,aac6b56a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-033,91 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3284
,aac6b682-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-034,87 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3285
,aac6c078-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-022,194 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3286
,aac6c1c2-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-023,198 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,N,,N,,NULL,3287
,aac6c2e4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-024,202 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3288
,aac704d4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-025,206 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3289
,aac7066e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-026,210 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3290
,aac7079a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-027,214 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3291
,aac708b2-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-012,154 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3292
,aac709d4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-013,158 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3293
,aac70be6-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-014,162 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3294
,aac70d12-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-015,166 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3295
,aac70e2a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-012,46 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3296
,aac70f42-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-013,50 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3297
,aac7105a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-014,54 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3298
,aac71172-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-015,58 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3299
,aac71398-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-017,66 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3300
,aac714c4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-017,174 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3301
,aac715dc-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-018,178 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3302
,aac716f4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-019,182 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3303
,aac7180c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-020,186 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3304
,aac71924-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-006,130 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3305
,aac71bae-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-007,134 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3306
,aac71d02-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-008,138 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3307
,aac71e24-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-018,70 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3308
,aac71f3c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-019,74 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3309
,aac7205e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-020,78 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3310
,aac72176-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-021,82 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3311
,aac7228e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-300-022,86 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3312
,aac724a0-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-009,142 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3313
,aac725d6-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,073-310-011,150 BELLE HARBOR CIR,94565,Belle Harbor,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,PIT1,Y,2017,N,,NULL,3314
,aac726ee-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-930-001,2200 TOSCANA DR,94565,"San Marco, Toscana",SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3315
,aac72806-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-930-002,2206 TOSCANA DR,94565,"San Marco, Toscana",SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3316
,aac7291e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-930-003,2212 TOSCANA DR,94565,"San Marco, Toscana",SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3317
,aac72a36-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-930-004,2218 TOSCANA DR,94565,"San Marco, Toscana",SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3318
,aac72c98-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-900-041,2125 BOLERO DR,94565,"San Marco, Toscana",SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3319
,aac72dce-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-900-048,2112 BOLERO DR,94565,"San Marco, Toscana",SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3320
,bee58f3a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222710002,7102 HYACINTHUS,94582,Romana,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3321
,aac7c5c2-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Richmond,544042017,NULL,NULL,NULL,SU,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,RIC2,Y,2017,N,,NULL,3322
,bee6a712-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Walnut Creek,173030001,2480 WESTCLIFFE LN,94597,Quail Run Townhome Condominiums,2 to 4,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3323
,bee591a6-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222710003,7106 HYACINTHUS,94582,Romana,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3324
,aac7c6ee-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Richmond,508150016,NULL,NULL,NULL,SU,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3325
,aac8030c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222790053,2045 ELDERBERRY,94582,Carmela,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3326
,aac776a8-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-053,2857 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3327
,bee61518-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222800005,1169 ROSAMUND,94582,Alita,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3328
,bee593fe-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222710004,7110 HYACINTHUS,94582,Romana,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3329
,bee5964c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222740004,5011 IVYLEAF SPRINGS,94582,Posante,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3330
,bee61702-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222710007,5169 ROWAN,94582,Romana,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3331
,aac777ca-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-054,2861 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3332
,bee59886-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222740005,5015 IVYLEAF SPRINGS,94582,Posante,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3333
,bee618c4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222710005,5161 ROWAN,94582,Romana,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3334
,aac778ec-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-055,2865 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3335
,aac80438-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222790068,2054 ELDERBERRY,94582,Carmela,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3336
,aac7c806-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Richmond,530290008,NULL,NULL,NULL,SU,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3337
,bee6aafa-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Walnut Creek,173030001,2480 WESTCLIFFE LN,94597,Quail Run Townhome Condominiums,2 to 4,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3338
,bee59c82-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222740013,5023 IVYLEAF SPRINGS,94582,Posante,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3339
,bee61cfc-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222710006,5165 ROWAN,94582,Romana,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3340
,aac77ba8-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-012,2940 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3341
,aac805b4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222790069,2050 ELDERBERRY,94582,Carmela,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3342
,aac7c91e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Richmond,529170004,NULL,NULL,NULL,SU,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3343
,bee6ad20-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Walnut Creek,174150027,1605 RIVIERA AV,94596,Riviera Avenue Condominiums,5+,0,0,0,0,0,0,0,0,0,48,48,NULL,Y,NULL,Y,2017,WAL1,Y,2017,N,,NULL,3344
,bee59ee4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222740012,5019 IVYLEAF SPRINGS,94582,Posante,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3345
,bee61f36-726c-11e8-adc0-fa7ae01bbebc,2017,6013,San Ramon,222740002,5102 ROWAN,94582,Posante,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3346
,aac77e0a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-013,2936 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3347
,aac77f4a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-014,2932 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3348
,aac78062-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-060,2885 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3349
,aac781fc-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-061,2889 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3350
,aac7833c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-062,2893 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3351
,aac784d6-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-015,2928 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3352
,aac78706-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-016,2924 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3353
,aac78a44-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-017,2920 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3354
,aac78b98-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-018,2916 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3355
,aac78cba-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-056,2869 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3356
,aac78dd2-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-057,2873 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3357
,aac78eea-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-058,2877 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3358
,aac7914c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-059,2881 RIO SECO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3359
,aac79282-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-007,2581 MODENA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3360
,aac7939a-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-008,2585 MODENA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3361
,aac794b2-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-009,2589 MODENA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3362
,aac795ca-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-010,2593 MODENA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3363
,aac797c8-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-011,2597 MODENA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3364
,aac798f4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-046,3174 LA CORONA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3365
,aac79a0c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-047,3170 LA CORONA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3366
,aac79b24-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-048,3166 LA CORONA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3367
,aac79c3c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-049,3162 LA CORONA DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3368
,aac79d54-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-072,3237 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3369
,aac79e76-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-073,3241 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3370
,aac7a0a6-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-074,3240 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3371
,aac7a1c8-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-075,3236 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3372
,aac7a2e0-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-069,3225 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3373
,aac7a3ee-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-070,3229 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3374
,aac7a506-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-071,3233 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3375
,aac7a6e6-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-076,3232 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3376
,aac7a916-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-077,3228 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3377
,aac7aac4-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-078,3224 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3378
,aac7abfa-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-970-079,3220 LA PAZ DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3379
,aac7ad1c-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-910-006,2666 TAMPICO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3380
,aac7ae34-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-910-001,2646 TAMPICO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3381
,aac7af56-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-910-055,2625 TAMPICO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3382
,aac7b06e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-910-056,2629 TAMPICO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3383
,aac7b212-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-910-057,2633 TAMPICO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3384
,aac7b51e-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Pittsburg,097-910-058,2637 TAMPICO DR,94565,San Marco,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,NULL,3385
,aac7b7a8-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Richmond,513321001,NULL,NULL,Miraflores Senior,5+,79,0,79,0,0,0,0,0,0,1,80,NULL,Y,NULL,N,,,Y,2017,Y,2015-2023,NULL,3386
,aac7b8e8-726c-11e8-adc0-fa7ae01bbebc,2017,6013,Richmond,538042005,NULL,NULL,NULL,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,Y,2017,RIC1_a,N,,N,,NULL,3387
