Jurisidiction,County,Reporting Year,Prior APN,APN,Address,Project Name,Jurisdiction Tracking ID,Unit Category,Tenure,Entitled Very Low Income Deed (Restricted),Entitled Very Low Income Non-Deed (Restricted),Entitled Low Income Deed (Restricted),Entitled Low Income Non-Deed (Restricted),Entitled Moderate Income Deed (Restricted),Entitled Moderate Income Non-Deed (Restricted),Entitled Above Moderate Income,Entitlement Date Approved,Total Units Entitled,Permitted Very Low Income Deed (Restricted),Permitted Very Low Income Non-Deed (Restricted),Permitted Low Income Deed (Restricted),Permitted Low Income Non-Deed (Restricted),Permitted Moderate Income Deed (Restricted),Permitted Moderate Income Non-Deed (Restricted),Permitted Above Moderate Income,Permit Date Issued,Total  Units Permitted,Completed Very Low Income Deed (Restricted),Completed Very Low Income Non-Deed (Restricted),Completed  Low Income Deed (Restricted),Completed Low Income Non-Deed (Restricted),Completed  Moderate Income Deed (Restricted),Completed Moderate Income Non-Deed (Restricted),Completed  Above Moderate Income,Completed Date,Total Units Completed,Total Extremely Low Income Units,SB 35 Approved?,Infill Unit?,Financial Assistance Program,Deed Restriction Type,Affordable Without Financial Assistance Notes,Years of Affordability,Demolished/Destroyed Units,Demolished or Destroyed?,Tenure Type of Demolished/Destroyed Unit,Notes
MOUNTAIN VIEW,SANTA CLARA,2020,,153-24-010,759 West Middlefield Road,759 West Middlefield Road,PL-2018-094,5 or More Units Per Structure,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,75,12/22/20 0:00,75,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,153-24-004
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1265  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1243,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2376  TOLEDO TR,2310 Rock Street,2020-1546,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1275  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1249,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2389  TOLEDO TR,2310 Rock Street,2020-1541,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15303022,853  SIERRA VISTA AV A,851 Sierra Vista,2021-0302,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/2/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1279  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1247,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15822021,233  HOPE ST 7,231 Hope Street,2020-1844,5 or More Units Per Structure,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/11/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1291  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1254,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,424  SIERRA VISTA AV,410 Sierra Vista,2021-0602,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2371  TOLEDO TR,2310 Rock Street,2020-1552,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1391 W MIDDLEFIELD RD,1555 W. MIDDLEFIELD RD,2021-1237,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,621  ALAMO CT,535 Walker,2019-3003,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/16/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,617  ALAMO CT,535 Walker,2019-3001,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/16/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,428  SIERRA VISTA AV,410 Sierra Vista,2021-0607,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,735  INDEPENDENCE AV,2310 Rock Street,2020-1534,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,662  TAYLOR CT,535 Walker,2019-3040,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/27/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1277  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1248,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1385 W MIDDLEFIELD RD,1555 W. MIDDLEFIELD RD,2021-1239,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004005,619  ALAMO CT,535 Walker,2019-3002,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/23/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1273  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1250,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2373  TOLEDO TR,2310 Rock Street,2020-1551,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,664  TAYLOR CT,535 Walker,2019-3041,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/19/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004009,640  TAYLOR CT,535 Walker,2019-3029,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/19/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2362  TOLEDO TR,2310 Rock Street,2020-1555,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,648  TAYLOR CT,535 Walker,2019-3033,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/19/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2381  TOLEDO TR,2310 Rock Street,2020-1544,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15822021,235  HOPE ST 8,231 Hope Street,2020-1883,5 or More Units Per Structure,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/11/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1287  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1256,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2388  TOLEDO TR,2310 Rock Street,2020-1538,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1387 W MIDDLEFIELD RD,1555 W. MIDDLEFIELD RD,2021-1240,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,623  ALAMO CT,535 Walker,2019-3004,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/23/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1395 W MIDDLEFIELD RD,1555 W. MIDDLEFIELD RD,2021-1234,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,642  TAYLOR CT,535 Walker,2019-3030,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/27/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,656  TAYLOR CT,535 Walker,2019-3037,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/19/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,654  TAYLOR CT,535 Walker,2019-3036,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/27/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2382  TOLEDO TR,2310 Rock Street,2020-1540,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1263  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1242,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15303022,853  SIERRA VISTA AV C,851 Sierra Vista,2021-0268,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/2/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,650  TAYLOR CT,535 Walker,2019-3034,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/27/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1269  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1244,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,422  SIERRA VISTA AV,410 Sierra Vista,2021-0601,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1261  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1241,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1389 W MIDDLEFIELD RD,1555 W. MIDDLEFIELD RD,2021-1238,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2372  TOLEDO TR,2310 Rock Street,2020-1547,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15822021,237  HOPE ST 9,231 Hope Street,2020-1893,5 or More Units Per Structure,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/11/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2366  TOLEDO TR,2310 Rock Street,2020-1554,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,426  SIERRA VISTA AV,410 Sierra Vista,2021-0603,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,615  ALAMO CT,535 Walker,2019-3000,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/23/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,408  SIERRA VISTA AV,410 Sierra Vista,2021-0597,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2379  TOLEDO TR,2310 Rock Street,2020-1549,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1393 W MIDDLEFIELD RD,1555 W. MIDDLEFIELD RD,2021-1236,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,660  TAYLOR CT,535 Walker,2019-3039,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/19/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15303007,853  SIERRA VISTA AV B,851 Sierra Vista,2021-0301,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/2/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,644  TAYLOR CT,535 Walker,2019-3031,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/19/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,613  ALAMO CT,535 Walker,2019-2999,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/23/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2387  TOLEDO TR,2310 Rock Street,2020-1542,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,432  SIERRA VISTA AV,410 Sierra Vista,2021-0605,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2377  TOLEDO TR,2310 Rock Street,2020-1550,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,658  TAYLOR CT,535 Walker,2019-3038,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/27/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,430  SIERRA VISTA AV,410 Sierra Vista,2021-0606,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2386  TOLEDO TR,2310 Rock Street,2020-1539,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2383  TOLEDO TR,2310 Rock Street,2020-1543,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2378  TOLEDO TR,2310 Rock Street,2020-1545,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,646  TAYLOR CT,535 Walker,2019-3032,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/27/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2369  TOLEDO TR,2310 Rock Street,2020-1557,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1283  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1252,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,420  SIERRA VISTA AV,410 Sierra Vista,2021-0600,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1289  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1255,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,731  INDEPENDENCE AV,2310 Rock Street,2020-1537,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1271  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1246,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,625  ALAMO CT,535 Walker,2019-3005,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/16/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2368  TOLEDO TR,2310 Rock Street,2020-1553,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2360  TOLEDO TR,2310 Rock Street,2020-1556,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2363  TOLEDO TR,2310 Rock Street,2020-1559,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,638  TAYLOR CT,535 Walker,2019-3028,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/27/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2370  TOLEDO TR,2310 Rock Street,2020-1548,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,418  SIERRA VISTA AV,410 Sierra Vista,2021-0599,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,2367  TOLEDO TR,2310 Rock Street,2020-1558,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1285  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1253,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1281  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1251,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,434  SIERRA VISTA AV,410 Sierra Vista,2021-0604,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,611  ALAMO CT,535 Walker,2019-2998,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/23/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,58 unit development. 56 apartments demolished
