Jurisidiction,County,Reporting Year,Prior APN,APN,Address,Project Name,Jurisdiction Tracking ID,Unit Category,Tenure,Entitled Very Low Income Deed (Restricted),Entitled Very Low Income Non-Deed (Restricted),Entitled Low Income Deed (Restricted),Entitled Low Income Non-Deed (Restricted),Entitled Moderate Income Deed (Restricted),Entitled Moderate Income Non-Deed (Restricted),Entitled Above Moderate Income,Entitlement Date Approved,Total Units Entitled,Permitted Very Low Income Deed (Restricted),Permitted Very Low Income Non-Deed (Restricted),Permitted Low Income Deed (Restricted),Permitted Low Income Non-Deed (Restricted),Permitted Moderate Income Deed (Restricted),Permitted Moderate Income Non-Deed (Restricted),Permitted Above Moderate Income,Permit Date Issued,Total  Units Permitted,Completed Very Low Income Deed (Restricted),Completed Very Low Income Non-Deed (Restricted),Completed  Low Income Deed (Restricted),Completed Low Income Non-Deed (Restricted),Completed  Moderate Income Deed (Restricted),Completed Moderate Income Non-Deed (Restricted),Completed  Above Moderate Income,Completed Date,Total Units Completed,Total Extremely Low Income Units,SB 35 Approved?,Infill Unit?,Financial Assistance Program,Deed Restriction Type,Affordable Without Financial Assistance Notes,Years of Affordability,Demolished/Destroyed Units,Demolished or Destroyed?,Tenure Type of Demolished/Destroyed Unit,Notes
MOUNTAIN VIEW,SANTA CLARA,2021,,16004008,652  TAYLOR CT,535 Walker,2019-3035,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/19/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15003014,416  SIERRA VISTA AV,410 Sierra Vista,2021-0598,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4/22/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15806043,820  HOPE ST,864 HOPE ST,2020-1607,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/4/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14712065,733  INDEPENDENCE AV,2310 Rock Street,2020-1536,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/7/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,15015006,1267  VERANO RD,1555 W. MIDDLEFIELD RD,2021-1245,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7/8/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741053,2359  TOLEDO TR,2310 Rock St,2020-1569,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/1/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741065,2326  ROCK ST,2310 Rock St,2020-1581,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11/12/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741058,2347  TOLEDO TR,2310 Rock St,2020-1574,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,148-44-045,122  RANCH LN,2296 Mora Drive,2017-2587,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1/25/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741066,2322  ROCK ST,2310 Rock St,2020-1582,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/20/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091031,555  WALKER DR,535 Walker Dr,2019-2996,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/18/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741054,2357  TOLEDO TR,2310 Rock St,2020-1570,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11/10/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091019,661  ALAMO CT,535 Walker Dr,2019-3022,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3/24/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741061,2341  TOLEDO TR,2310 Rock St,2020-1577,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9/24/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091024,663  ALAMO CT,535 Walker Dr,2019-3023,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741044,2358  TOLEDO TR,2310 Rock St,2020-1560,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/17/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091040,537  WALKER DR,535 Walker Dr,2019-2987,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8/5/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091020,657  ALAMO CT,535 Walker Dr,2019-3020,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3/24/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091034,549  WALKER DR,535 Walker Dr,2019-2993,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/18/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741070,2308  ROCK ST,2310 Rock St,2020-1586,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/11/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091036,545  WALKER DR,535 Walker Dr,2019-2991,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/18/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741051,2342  TOLEDO TR,2310 Rock St,2020-1567,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/22/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091046,648  TAYLOR CT,535 Walker Dr,2019-3033,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741072,2302  ROCK ST,2310 Rock St,2020-1588,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8/24/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091022,647  ALAMO CT,535 Walker Dr,2019-3016,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3/24/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091029,641  ALAMO CT,535 Walker Dr,2019-3013,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091035,547  WALKER DR,535 Walker Dr,2019-2992,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/18/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741052,2340  TOLEDO TR,2310 Rock St,2020-1568,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/20/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091026,653  ALAMO CT,535 Walker Dr,2019-3019,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,160-91-054,650  TAYLOR CT,535 Walker Dr,2019-3034,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/9/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091023,643  ALAMO CT,535 Walker Dr,2019-3014,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3/24/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741056,2351  TOLEDO TR,2310 Rock St,2020-1572,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/22/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741050,2344  TOLEDO TR,2310 Rock St,2020-1566,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11/22/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091045,644  TAYLOR CT,535 Walker Dr,2019-3031,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091015,639  ALAMO CT,535 Walker Dr,2019-3012,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/2/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,160-91-039,539  WALKER DR,535 Walker Dr,2019-2988,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8/12/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741060,2343  TOLEDO TR,2310 Rock St,2020-1576,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/1/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741047,2350  TOLEDO TR,2310 Rock St,2020-1563,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11/22/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741067,2320  ROCK ST,2310 Rock St,2020-1583,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11/19/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091044,640  TAYLOR CT,535 Walker Dr,2019-3029,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,160-91-057,662  TAYLOR CT,535 Walker Dr,2019-3040,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/10/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091028,645  ALAMO CT,535 Walker Dr,2019-3015,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,160-91-038,541  WALKER DR,535 Walker Dr,2019-2989,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8/12/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741057,2349  TOLEDO TR,2310 Rock St,2020-1573,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/8/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741055,2353  TOLEDO TR,2310 Rock St,2020-1571,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12/17/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091033,551  WALKER DR,535 Walker Dr,2019-2994,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/18/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091025,659  ALAMO CT,535 Walker Dr,2019-3021,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741071,2306  ROCK ST,2310 Rock St,2020-1587,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/20/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091027,649  ALAMO CT,535 Walker Dr,2019-3017,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091032,553  WALKER DR,535 Walker Dr,2019-2995,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/18/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741063,2330  ROCK ST,2310 Rock St,2020-1579,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9/20/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,160-91-041,535  WALKER DR,535 Walker Dr,2019-2986,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8/12/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741049,2346  TOLEDO TR,2310 Rock St,2020-1565,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/27/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091021,651  ALAMO CT,535 Walker Dr,2019-3018,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3/24/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741064,2328  ROCK ST,2310 Rock St,2020-1580,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/14/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741069,2312  ROCK ST,2310 Rock St,2020-1585,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/11/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,14741048,2348  TOLEDO TR,2310 Rock St,2020-1564,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11/3/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,160-91-042,533  WALKER DR,535 Walker Dr,2019-2985,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8/12/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091043,531  WALKER DR,535 Walker Dr,2019-2984,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8/12/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091018,627  ALAMO CT,535 Walker Dr,2019-3006,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/2/21 0:00,0,0,N,Y,,,,,,,,58 rowhomes replace 56 apartments
MOUNTAIN VIEW,SANTA CLARA,2021,,16091050,664  TAYLOR CT,535 Walker Dr,2019-3041,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091030,557  WALKER DR,535 Walker Dr,2019-2997,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6/18/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091048,656  TAYLOR CT,535 Walker Dr,2019-3037,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/7/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091047,652  TAYLOR CT,535 Walker Dr,2019-3035,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091049,660  TAYLOR CT,535 Walker Dr,2019-3039,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10/6/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091017,631  ALAMO CT,535 Walker Dr,2019-3008,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/2/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2021,,16091016,635  ALAMO CT,535 Walker Dr,2019-3010,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2/2/21 0:00,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2020,,16-004-008-,603  APOLLO LN,535 Walker Drive,2019-3025,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,11/3/20 0:00,1,,N,Y,,,,,56,Demolished,R,58 unit development. 56 apartments demolished.
MOUNTAIN VIEW,SANTA CLARA,2020,,16-077-011-,240  EVANDALE AV,277 Fairchild Drive,2018-2292,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,11/5/20 0:00,1,,N,Y,,,,,2,Demolished,O,26 unit development. 2 SFR demolished.
MOUNTAIN VIEW,SANTA CLARA,2020,,16-004-008-,603  APOLLO LN,535 Walker Drive,2019-3025,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1/15/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,56,Demolished,R,58 unit development. 56 apartments demolished.
MOUNTAIN VIEW,SANTA CLARA,2020,,19-721-053-,333  APRICOT LN,344 Bryant Avenue,2020-0458,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2/21/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,1,Demolished,O,4 unit development. 1 SFR demolished
MOUNTAIN VIEW,SANTA CLARA,2019,,158-33-004,257 Calderon Avenue,,PL-2017-313,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,7/29/19 0:00,4,0,0,0,0,0,0,0,,0,,N,Y,,,,,12,Demolished,R,"9 apartments, 3 condos demolished"
MOUNTAIN VIEW,SANTA CLARA,2019,,150-08-009,315 Sierra Vista Avenue,,PL-2018-077,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,11/1/19 0:00,8,0,0,0,0,0,0,0,,0,,N,Y,,,,,7,Demolished,R,4-plex and 3 SFR demolished
MOUNTAIN VIEW,SANTA CLARA,2021,,19740001,351  MARTENS AV,,2020-0851,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5/4/21 0:00,0,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,Not a net new unit due to demo
MOUNTAIN VIEW,SANTA CLARA,2020,,148-38-168,135  FAIR OAKS ST,,2019-3423,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/3/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,2,Demolished,O,3 unit development. 2 SFR demolished
